"Questionnaire","Section","Item #","Question","Current Answer","Current Status","Remediate Flag","Coverage","Proposed Answer","Flag Risk","Gap Description","Required Fix - File","Required Fix - Text","Required Fix - Words"
"SIG Lite 2025","M. Endpoint Security","M.1.3","M.1.3 Is there a mobile device management program in place that has been approved by management and communicated to appropriate constituents?","NO","FOLLOW UP","","Partial","Yes — documented in the Workstation Use Policy §III(d) BYOD & Mobile Device Management addition; MDM vendor selection is tracked operationally and devices accessing PHI must be enrolled with passcode, auto-lock, encryption, and remote-wipe capability.","High","Source CSV answered NO and flagged FOLLOW UP. Workstation Use §III(d) now contains the documented program, but MDM tooling implementation is operationally pending and the assessor may want vendor confirmation.","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","M. Endpoint Security","M.1.5","M.1.5 Are non-company managed computing devices used to connect to the company network?","YES","FOLLOW UP","","Partial","Yes — non-company-managed devices are used; per Workstation Use Policy §III(d) BYOD & Mobile Device Management, non-managed personal devices are restricted to web-based SaaS accessed via SSO/MFA and may not store PHI.","High","Source CSV answered YES and flagged FOLLOW UP. Workstation Use §III(d) now contains the restriction; assessor may still want network-segmentation evidence.","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","M. Endpoint Security","M.1.5","M.1.6 Are any mobile devices with access to scoped data Constituent owned (BYOD)?","YES","FOLLOW UP","","Partial","Yes — BYOD mobile devices may access scoped data; per Workstation Use Policy §III(d), such devices must be MDM-enrolled with passcode/auto-lock/encryption/remote wipe, or restricted to SSO-MFA web SaaS with no local PHI.","High","Source CSV answered YES and flagged FOLLOW UP. Workstation Use §III(d) now contains the BYOD posture; assessor may want MDM enrollment evidence.","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","M. Endpoint Security","M.3","","","","","N/A","N/A. Millie does not deploy networked collaborative computing devices (networked whiteboards, room cameras / microphones) in its clinics; video visits are conducted on personal devices via Zoom per the Platforms & Access Matrix and Workstation Use Policy.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.1","Does the organization build and maintain a secure network and systems?","","","","Full","Yes. Millie builds and maintains a secure cloud network per Information Security Framework §4 and §6, AWS Network Security (security groups, private subnets, NAT, S3 block-public-access), and Cloudflare edge controls.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.2","Does the organization have a Network Security Program with a defined policy that outlines security requirements, is reviewed regularly by an owner, and communicated to relevant parties?","","","","Full","Yes. Information Security Framework §6 Data Transmission & Sharing combined with AWS Network Security configurations constitute Millie's network security program; reviewed by the Chief Security Officer and communicated to personnel.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.3","Is every connection to an external network terminated at a firewall e.g., the Internet, partner networks?","","","","Full","Yes. External traffic terminates at the Cloudflare edge and AWS security-group / NAT-gateway boundary per Information Security Framework §6 and AWS Network Security responses; no direct external network reaches internal resources.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.4","Are all network devices patched with all, available high-risk security patches applied and verified?","","","","Full","Yes. Patching is handled by managed-service vendors (Aptible, AWS, Cloudflare) for infrastructure devices; application-side patching follows the SDLC Policy §III(d) and the Information Security Framework §6 dependency triage cadence.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.5","Has management approved a policy for remote access to scoped systems and data communicated to constituents?","","","","Full","Yes. The HIPAA Remote Access Policy is management-approved, names the Chief Security Officer as oversight owner, and is communicated to personnel.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.7","Are Network Intrusion Detection/Prevention Systems (NIDS/NIPS) employed e.g., appliances, software, etc.?","","","","Full","Yes. AWS GuardDuty provides intrusion detection across active regions and Cloudflare provides WAF/edge protection, per Information Security Framework §7 and AWS Detection & Monitoring responses.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.8","Is there an DMZ environment within the network that transmits, processes, or stores scoped systems and data e.g., web servers, DNS, directory services, remote access, etc.?","","","","N/A","N/A. Millie's cloud-first architecture does not use a traditional DMZ; external traffic terminates at Cloudflare and AWS edge controls, with internal services in private subnets per Information Security Framework §6 and AWS Network Security row 2.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.9","Is there a wireless policy or program that has been approved by management, communicated to appropriate constituents and has an owner to maintain, and review the policy?","","","","N/A","N/A as a documented internal wireless program. Clinic wireless is provided by managed ISP equipment in the two outpatient sites; PHI is transmitted over encrypted channels per the Encryption Policy regardless of network medium.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.11","Are there security standards, baseline configurations, patching, access control, and strong passwords for network devices such as Firewalls, Switches, Routers, and Wireless Access Points?","","","","Full","Yes. Baseline configurations, patching, access control, and strong passwords for cloud network controls (security groups, Cloudflare, AWS console) are governed by Information Security Framework §4, §6, the Password Management Policy, and AWS Network Security responses.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","N. Network Security","N.12","Are default passwords changed or disabled prior to placing network devices into production?","","","","Full","Yes. Cloud network controls (AWS, Cloudflare, Aptible) are deployed without vendor default credentials; Password Management Policy §III enforces strong passwords on all accounts, with MFA required per Information Security Framework §4.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.1","Does the organization have and adhere to an environmental policy that sets out clear commitments and targets to improve the organization's footprint?","","","","N/A","N/A. A 30-person outpatient clinic does not maintain a formal environmental policy with documented footprint commitments and targets.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.2","Does the organization have material discharges to air as a direct result of its operations?","","","","N/A","N/A. Millie's outpatient clinic operations do not produce material discharges to air; clinical and biohazard waste is handled per standard medical-waste regulations.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.3","Does the organization have processes to ensure that there are no material discharges to land or water, as a direct result of business operations?","","","","N/A","N/A. Outpatient operations do not produce material discharges to land or water; clinical waste is handled per standard medical-waste regulations.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.4","Has the organization implemented procedures to ensure the safe use, handling, storage, and disposal of hazardous/toxic chemicals and substances?","","","","N/A","N/A. Routine handling of clinical reagents and waste follows standard medical-waste procedures; a separate hazardous-substances program is not maintained at Millie's size.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.5","Does the organization maintain processes to ensure there are no adverse impacts on biodiversity, including deforestation, ecosystem integrity, natural resource conservation, and land degradation?","","","","N/A","N/A. Outpatient clinic operations do not have material biodiversity, deforestation, ecosystem, or land-degradation impacts.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.6","Are there any financial provisions in the annual accounting statements of the organization to address environmental issues, breaches, non-compliances, enforcements, prosecutions, or fines, if they exist?","","","","N/A","N/A. A 30-person clinic does not maintain financial provisions in annual accounting for environmental issues; none are known to apply.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.7","Does the organization have documented policies and procedures in place that address the prevention of modern slavery?","","","","N/A","N/A as a standalone modern-slavery policy. Personnel and contractor relationships are governed by HR (Gusto), Safeguards Policy, and applicable US labor law.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.8","Does the organization ensure that sub-contractors are treated fairly and ethically per local standards and regulations?","","","","N/A","N/A as a standalone subcontractor-fairness program. Subcontractor relationships are governed via vendor agreements and BAAs per Information Security Framework §11 and applicable US labor law.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.9","Does the organization have a documented policy on Health and Safety?","","","","N/A","N/A as a standalone H&S policy distinct from clinical care. Clinical health and safety follows applicable medical and OSHA standards; the Millie Clinic COVID Policy and Safeguards Policy address infection-control and workplace safety.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.10","Has the organization established formal community relations programs to promote its involvement in the community?","","","","N/A","N/A. A formal community-relations program is not maintained at Millie's headcount.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.11","Does the organization have policies to ensure products and services do not generate health and safety concerns?","","","","N/A","N/A as a standalone product-safety policy. Clinical care follows applicable medical-practice standards and licensure obligations of Millie's providers.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.12","Does the organization have a formalized Environmental, Social, and Governance (ESG) program or set of policies & procedures aligned to its Enterprise Risk Management framework approved by executive management and the Board of Directors?","","","","N/A","N/A. A formalized ESG program aligned to an ERM framework approved by a Board of Directors is not in place at Millie's size.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.13","Does the organization have a formal diversity, equity, and inclusion (DEI) statement or policy?","","","","N/A","N/A as a standalone DEI policy distinct from HR. DEI considerations are addressed informally through HR (Gusto); a separate written DEI policy is not maintained at Millie's headcount.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","O. Environmental, Social and Governance (ESG)","O.14","Does the organization have a documented policy for Ethical Sourcing?","","","","N/A","N/A. A documented ethical-sourcing policy is not maintained at Millie's size; vendor sourcing is governed by Information Security Framework §11.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.1","Is there collection, access, processing, disclosure, or retention of any classification of personal information or personal data of individuals on behalf of the client?","","","","Full","Yes. Millie collects, processes, and retains PHI and PII of its patients; governance is documented in the Privacy Policy and Information Security Framework §3 Data Classification & Handling.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.2","Does the organization have a policy for preserving privacy and protecting personally identifiable information (PII) and is this policy communicated to all relevant parties?","","","","Full","Yes. The Millie Privacy Policy and Information Security Framework §3 codify privacy protection, are communicated to relevant parties, and are owned by the Chief Privacy Officer.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.3","Has the organization developed and maintained a formal privacy program for the protection of personal information collected, accessed, transmitted, processed, disclosed, or retained on behalf of the client?","","","","Full","Yes. The HIPAA policy suite (Privacy, Use & Disclosure, Minimum Necessary, De-Identification, BAA, Breach Notification, Accounting of Disclosures, Individual Access, Amendments) constitutes Millie's formal privacy program.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.4","Is there a training and awareness program that addresses data privacy and data protection obligations based on role for new workers (e.g., officers, directors, employees, contractors) at the time of onboarding?","","","","Full","Yes. The HIPAA Safeguards Policy §III(c)(vii) Training requires HIPAA training at onboarding with annual updates for all personnel including contractors.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.5","Are there documented policies and procedures that define limits to the collection and use of personal information to authorized users regarding limiting the personal information collected and used by authorized users (e.g., minimum necessary, need to know, job role)?","","","","Full","Yes. The HIPAA Minimum Necessary Rule Policy plus Information Security Framework §3–§4 (role-based access, least privilege) define collection/use limits with 'need to know' criteria.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.6","Does the organization have or maintain internet-facing website(s), mobile applications, platform, or other digital services or applications that collect, use, disclose, process, or retain client-scoped data that are accessed directly by individuals?","","","","Full","Yes. Millie operates a patient-facing web and mobile application that collects and processes PHI; governed by the Privacy Policy, Information Security Framework §3–§6, and HIPAA Individual Rights to Access policy.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.8","Does the organization have a data governance program and designated body accountable to define and implement administrative, technical, and physical and environmental safeguards for the protection of client scoped data?","","","","Full","Yes. The Information Security Framework defines Millie's data governance program with the Chief Security Officer and Chief Privacy Officer accountable for administrative, physical, and technical safeguards per the Safeguards Policy.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.9","Are there policies and procedures in place to detect and report privacy incidents (such as unauthorized disclosure, misuse, alteration, destruction, or other compromises of client data) in accordance with the Gramm-Leach-Bliley Act (GLBA) and the related Privacy and Security Safeguards Rules?","","","","N/A","N/A. Millie is a healthcare provider, not a financial institution; GLBA does not apply. Privacy-incident detection and reporting follow the HIPAA Breach Notification Policy and Security Incident Management Policy.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.10","Do any other parties (e.g., affiliates, fourth-Nth parties, contractors, subcontractors, sub-processors, sub-service organizations, etc.) have access to, receive, process, or retain client scoped data?","","","","Full","Yes. Subcontractors and subprocessors may access scoped data under BAAs; flow-down requirements are documented in Information Security Framework §11 and the HIPAA BAA Policy / Subcontractor BAA template.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.11","Is there a data privacy or data protection role accountable for compliance, enforcement, and monitoring of its privacy obligations for client scoped data?","","","","Full","Yes. The Chief Privacy Officer is the accountable role for privacy compliance, enforcement, and monitoring of client-scoped data, per the HIPAA policy suite (Accounting of Disclosures, Breach Notification, BAA, Individual Access, Use & Disclosure).","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","P. Privacy Management","P.12","If necessary, does the organization have a process to ensure that its registration information is accurate and complete with the appropriate competent authority no later than every 3 months?","","","","N/A","N/A. This 3-month registration-accuracy framing aligns with EU competent-authority registration requirements; Millie is a US-only clinic and the question does not apply.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","R. Artificial Intelligence","R.1","Does the organization have a process to inform personnel of legal and regulatory considerations and requirements specific to its industry, sector, and business purpose, and the application context of the deployed AI system(s)?","","","","N/A","N/A as a standalone AI policy. Millie's AI vendors (OpenAI, Anthropic, Google Vertex, Heidi, Agno) are covered by BAAs where they touch PHI; legal and regulatory considerations are addressed through the BAA review process and Privacy/HIPAA suite at Millie's size.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","R. Artificial Intelligence","R.2","Do organizational policies, processes, and procedures include the characteristics of trustworthy AI?","","","","N/A","N/A as a standalone trustworthy-AI policy. AI use is governed by the BAA review process, the Minimum Necessary Rule Policy, and the Use & Disclosure Policy; a separate AI characteristics policy is not warranted at Millie's headcount.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","R. Artificial Intelligence","R.4","Does the organization monitor and perform a periodic review of the AI risk management process and its outcomes that are planned to include organizational roles & responsibilities?","","","","N/A","N/A as a standalone AI risk-management cycle. AI vendor risk is reviewed within Information Security Framework §11 third-party risk reviews and the annual HIPAA risk assessment.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","R. Artificial Intelligence","R.5","Does the organization establish policies that define the creation and maintenance of AI system inventories?","","","","N/A","N/A as a standalone AI-system inventory policy. AI tools are tracked in the Platforms & Access Matrix alongside other SaaS subscriptions.","None","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","S. Supply Chain Risk Management (SCRM)","S.1","Does your organization have access control policies for suppliers, developers, and service providers that are passed down to sub-tier contractors?","","","","Full","Yes. Information Security Framework §11 Third-Party & Vendor Management requires supplier access controls and explicit BAA flow-down to subcontractors and subprocessors handling PHI.","Low","—","N/A","N/A — no fix needed.","0"
"SIG Lite 2025","S. Supply Chain Risk Management (SCRM)","S.32","Is there a documented, approved Cybersecurity Supply Chain Risk Management (C-SCRM) policy or equivalent that addresses the strategy, objectives, and related processes for supplier adoption and contingency planning?","","","","Partial","Yes. Per Information Security Framework §11 (with the C-SCRM addition), Millie's third-party risk management process functions as the Company's C-SCRM program with the Chief Security Officer as named owner and supplier adoption / contingency planning covered.","High","Framework §11 currently covers vendor risk but is not framed as a Cybersecurity Supply Chain Risk Management (C-SCRM) policy; an assessor running a SIG checklist will not match the row without the explicit C-SCRM framing.","Millie Information Security & Data Governance Framework (1).md","Company's third-party risk management process functions as the Company's Cybersecurity Supply Chain Risk Management (C-SCRM) program, with the Chief Security Officer (in coordination with the Chief Privacy Officer and Legal) as the named owner; C-SCRM objectives are reviewed annually alongside the security risk assessment, supplier cybersecurity controls (encryption in transit, access management, incident notification, and system and communications protection) are required of subcontractors and subprocessors via BAA flow-down, and vendor-furnished or vendor-returned physical media is addressed during vendor onboarding and BAA review with Company's cloud-first posture limiting supply-chain media exposure to vendor-owned infrastructure.","93"
"SIG Lite 2025","S. Supply Chain Risk Management (SCRM)","S.57","Do the organization's media protection policies and procedures cover supply chain concerns, such as media within the supply chain and throughout the software development life cycle (SDLC)?","","","","Partial","Yes. Per the Framework §11 C-SCRM addition, vendor-furnished or vendor-returned physical media is addressed during vendor onboarding and BAA review; Millie's cloud-first posture limits supply-chain media exposure to vendor-owned infrastructure.","High","SDLC Policy §III(e) covers media sanitization but does not address media handled within the supply chain; closed by the same Framework §11 C-SCRM addition.","Millie Information Security & Data Governance Framework (1).md","Company's third-party risk management process functions as the Company's Cybersecurity Supply Chain Risk Management (C-SCRM) program, with the Chief Security Officer (in coordination with the Chief Privacy Officer and Legal) as the named owner; C-SCRM objectives are reviewed annually alongside the security risk assessment, supplier cybersecurity controls (encryption in transit, access management, incident notification, and system and communications protection) are required of subcontractors and subprocessors via BAA flow-down, and vendor-furnished or vendor-returned physical media is addressed during vendor onboarding and BAA review with Company's cloud-first posture limiting supply-chain media exposure to vendor-owned infrastructure.","93"
"SIG Lite 2025","S. Supply Chain Risk Management (SCRM)","S.61","Does the organization integrate C-SCRM when developing a security planning policy?","","","","Partial","Yes. Per the Framework §11 C-SCRM addition, C-SCRM objectives are reviewed annually alongside the security risk assessment, integrating supply-chain risk into Millie's security-planning cycle.","High","No policy currently ties C-SCRM into the security-planning process explicitly; closed by the same Framework §11 C-SCRM addition.","Millie Information Security & Data Governance Framework (1).md","Company's third-party risk management process functions as the Company's Cybersecurity Supply Chain Risk Management (C-SCRM) program, with the Chief Security Officer (in coordination with the Chief Privacy Officer and Legal) as the named owner; C-SCRM objectives are reviewed annually alongside the security risk assessment, supplier cybersecurity controls (encryption in transit, access management, incident notification, and system and communications protection) are required of subcontractors and subprocessors via BAA flow-down, and vendor-furnished or vendor-returned physical media is addressed during vendor onboarding and BAA review with Company's cloud-first posture limiting supply-chain media exposure to vendor-owned infrastructure.","93"
"SIG Lite 2025","S. Supply Chain Risk Management (SCRM)","S.80","Do the security policies and plans clearly define personnel responsibilities for supply chain security risk management activities?","","","","Partial","Yes. Per the Framework §11 C-SCRM addition, the Chief Security Officer (in coordination with the Chief Privacy Officer and Legal) is the named owner of supply-chain security risk management activities.","High","No clause currently names the C-SCRM owner explicitly; closed by the same Framework §11 C-SCRM addition.","Millie Information Security & Data Governance Framework (1).md","Company's third-party risk management process functions as the Company's Cybersecurity Supply Chain Risk Management (C-SCRM) program, with the Chief Security Officer (in coordination with the Chief Privacy Officer and Legal) as the named owner; C-SCRM objectives are reviewed annually alongside the security risk assessment, supplier cybersecurity controls (encryption in transit, access management, incident notification, and system and communications protection) are required of subcontractors and subprocessors via BAA flow-down, and vendor-furnished or vendor-returned physical media is addressed during vendor onboarding and BAA review with Company's cloud-first posture limiting supply-chain media exposure to vendor-owned infrastructure.","93"
"SIG Lite 2025","S. Supply Chain Risk Management (SCRM)","S.100","Do the organization's system and communications protection policies and procedures address cybersecurity risks throughout the supply chain regarding the enterprise's processes, systems, and networks?","","","","Partial","Yes. Per the Framework §11 C-SCRM addition, supplier cybersecurity controls — encryption in transit, access management, incident notification, and system and communications protection — are required of subcontractors and subprocessors via BAA flow-down.","High","Encryption Policy and AWS/Aptible IR address system/comm protection internally but not 'throughout the supply chain'; closed by the same Framework §11 C-SCRM addition.","Millie Information Security & Data Governance Framework (1).md","Company's third-party risk management process functions as the Company's Cybersecurity Supply Chain Risk Management (C-SCRM) program, with the Chief Security Officer (in coordination with the Chief Privacy Officer and Legal) as the named owner; C-SCRM objectives are reviewed annually alongside the security risk assessment, supplier cybersecurity controls (encryption in transit, access management, incident notification, and system and communications protection) are required of subcontractors and subprocessors via BAA flow-down, and vendor-furnished or vendor-returned physical media is addressed during vendor onboarding and BAA review with Company's cloud-first posture limiting supply-chain media exposure to vendor-owned infrastructure.","93"
"Insurances","Insurances","1","Do you have document ""Cyber Liability / Data Privacy""?","","","","Evidence-only","Per the HIPAA Contingency Planning Policy §III(g), the Chief Security Officer and General Counsel maintain cyber liability / data privacy insurance; the current cyber-liability certificate will be attached to the submission package.","High","Contingency Planning Policy commits to obtaining the coverage but the actual certificate is the deliverable; submission must include the certificate as an attachment.","N/A — submission package","Attach the actual document to the ECH submission package; no policy edit.","0"
"Security Audits","Security Audits","1","Do you have document ""Penetration Testing""?","","","","Evidence-only","No third-party penetration testing report is currently on file; Millie's Chief Security Officer plans to commission a third-party penetration test and will share the report when available.","High","No pentest evidence exists; either commission a third-party pentest (recommended) or answer truthfully that none is on file. Submission impact depends on ECH appetite.","N/A — submission package","Attach the actual document to the ECH submission package; no policy edit.","0"
"Security Audits","Security Audits","2","Do you have document ""General Security Audit""?","","","","Evidence-only","No third-party general security audit (SOC 2 / HITRUST / equivalent) is currently on file; internal risk assessments per the HIPAA Risk Management Policy are conducted annually with results provided to the Risk Review Committee and, for material risks, the Board.","High","No external audit attestation; provide the annual internal HIPAA risk assessment as a compensating artifact and disclose plans for a third-party audit if planned.","N/A — submission package","Attach the actual document to the ECH submission package; no policy edit.","0"
